what,kind,bundleId,bundleVersion,description,time
os,sysinfo,,,"macosx",1342399588102
arch,sysinfo,,,"x86_64",1342399588102
ws,sysinfo,,,"cocoa",1342399588102
locale,sysinfo,,,"en_US",1342399588102
processors,sysinfo,,,"8",1342399588102
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1342399588102
java.runtime.version,sysinfo,,,"1.6.0_31-b04-415-11M3646",1342399588102
java.specification.name,sysinfo,,,"Java Platform API Specification",1342399588102
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1342399588102
java.specification.version,sysinfo,,,"1.6",1342399588102
java.vendor,sysinfo,,,"Apple Inc.",1342399588102
java.version,sysinfo,,,"1.6.0_31",1342399588102
java.vm.info,sysinfo,,,"mixed mode",1342399588102
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1342399588102
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1342399588102
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1342399588102
java.vm.specification.version,sysinfo,,,"1.0",1342399588102
java.vm.vendor,sysinfo,,,"Apple Inc.",1342399588102
java.vm.version,sysinfo,,,"20.6-b01-415",1342399588103
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1342399588465
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1342399588554
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1342399588556
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1342399588642
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342399601915
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342400496031
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1342400496063
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342400496604
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342400498867
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.ContentOutline",1342400504511
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1342400504583
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342400509561
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342400527259
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.openLocalFile",1342400527267
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342400531776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342400541824
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1342400549286
started,bundle,org.eclipse.debug.core,3.7.1.v20111129-2031,"org.eclipse.debug.core",1342400565783
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1342400565869
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1342400565935
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342400565979
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342400567840
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1342400567859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342400577810
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342400605719
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1342400606082
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk",1342400606942
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1342400612481
started,bundle,org.eclipse.osgi,3.7.2.v20120110-1415,"org.eclipse.osgi",1342400612482
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20110815-1438,"org.eclipse.equinox.simpleconfigurator",1342400612482
started,bundle,com.ibm.icu,4.4.2.v20110823,"com.ibm.icu",1342400612483
started,bundle,org.eclipse.core.contenttype,3.4.100.v20110423-0524,"org.eclipse.core.contenttype",1342400612483
started,bundle,org.eclipse.core.databinding.observable,1.4.0.I20110222-0800,"org.eclipse.core.databinding.observable",1342400612483
started,bundle,org.eclipse.core.expressions,3.4.300.v20110228,"org.eclipse.core.expressions",1342400612484
started,bundle,org.eclipse.core.filesystem,1.3.100.v20110423-0524,"org.eclipse.core.filesystem",1342400612484
started,bundle,org.eclipse.core.jobs,3.5.101.v20120113-1953,"org.eclipse.core.jobs",1342400612484
started,bundle,org.eclipse.core.net,1.2.100.I20110511-0800,"org.eclipse.core.net",1342400612485
started,bundle,org.eclipse.core.resources,3.7.101.v20120125-1505,"org.eclipse.core.resources",1342400612485
started,bundle,org.eclipse.core.runtime,3.7.0.v20110110,"org.eclipse.core.runtime",1342400612485
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1342400612486
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20110110,"org.eclipse.core.runtime.compatibility.auth",1342400612486
started,bundle,org.eclipse.epp.mpc.ui,1.1.1.I20110907-0947,"org.eclipse.epp.mpc.ui",1342400612486
